age,policy_number,policy_start_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,gender,insured_education_level,insured_occupation,,insured_relationship,,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,number_of_vehicles_involved,property_damage,total_claim_amount,injury_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
29,745200,06/08/1994,OH,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,,own-child,,16/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,1,?,66200,6620,52960,Dodge,Neon,2013,N
26,412703,14/11/2014,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,,not-in-family,,28/02/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Northbrook,1,?,45500,9100,31850,Toyota,Corolla,2009,N
41,736771,14/12/1991,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,,own-child,,08/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Springfield,3,?,53040,4420,44200,Audi,A3,2006,N
32,347984,21/10/2009,OH,100/300,2000,617.11,0,MALE,College,other-service,,other-relative,,02/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,VA,Columbus,3,?,50800,10160,35560,Mercedes,E400,2013,Y
41,626074,29/09/1997,IN,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,,own-child,,13/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Northbend,3,?,44200,4420,35360,Audi,A5,2014,N
34,218109,31/12/2003,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,,other-relative,,07/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Springfield,1,YES,62920,11440,45760,Chevrolet,Malibu,2012,N
29,999435,01/01/2008,OH,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,,not-in-family,,05/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,3,?,49950,5550,38850,Nissan,Ultima,2004,Y
46,858060,31/05/2004,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,,unmarried,,28/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Arlington,1,YES,56430,6270,43890,BMW,3 Series,1995,Y
41,500384,18/12/2013,IL,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,,own-child,,04/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,1,NO,100210,18220,63770,Audi,A5,2014,N
30,903785,24/08/2000,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,,wife,,02/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Northbend,3,NO,49140,5460,38220,Ford,F150,2007,N
38,873859,14/10/1992,OH,250/500,1000,802.24,0,FEMALE,College,other-service,,not-in-family,,23/02/2015,Single Vehicle Collision,Side Collision,Major Damage,WV,Northbrook,1,NO,66840,16710,44560,Mercedes,E400,2014,N
21,204294,16/11/1991,IN,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,,wife,,10/02/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Hillsdale,1,?,62460,6940,48580,Honda,Accord,2003,N
36,467106,08/10/1995,OH,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,,wife,,16/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Columbus,3,YES,62810,11420,39970,Nissan,Ultima,1999,N
33,357713,28/10/2007,OH,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,,own-child,,04/01/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Northbrook,1,YES,54160,6770,40620,Suburu,Legacy,2009,N
35,890026,16/05/2008,IL,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,,unmarried,,30/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,1,YES,48400,9680,33880,Saab,92x,2005,N
48,751612,22/06/2009,IN,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,,other-relative,,25/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Arlington,3,?,51480,5720,40040,Toyota,Highlander,2013,N
36,876680,10/05/2012,OH,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,,husband,,22/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Columbus,3,NO,51700,5170,36190,Saab,95,2003,N
58,756981,02/10/2003,OH,250/500,2000,1117.04,0,MALE,MD,exec-managerial,,own-child,,01/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,3,?,65520,10920,49140,Volkswagen,Jetta,2009,N
31,121439,02/08/1990,IN,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,,own-child,,14/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Arlington,4,NO,47700,4770,33390,Accura,TL,2011,Y
31,411289,16/09/1997,OH,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,,not-in-family,,15/01/2015,Vehicle Theft,?,Minor Damage,SC,Northbend,1,YES,5220,580,4060,Accura,MDX,2015,N
57,538466,29/07/1995,IN,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,,unmarried,,06/01/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Riverwood,1,NO,73320,6110,54990,Ford,Fusion,2012,N
46,932097,06/09/2005,IN,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,,wife,,08/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Hillsdale,1,YES,74900,14980,52430,Jeep,Grand Cherokee,2003,N
27,463727,05/08/1992,OH,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,,unmarried,,17/02/2015,Vehicle Theft,?,Trivial Damage,WV,Columbus,1,?,3190,580,2320,Saab,95,2015,N
33,552618,22/01/1993,IN,100/300,1000,969.88,6000000,MALE,MD,armed-forces,,own-child,,21/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Columbus,1,NO,76920,12820,57690,Chevrolet,Malibu,2002,N
53,936638,20/05/1995,OH,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,,not-in-family,,09/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,2,YES,77990,7090,56720,Jeep,Wrangler,2012,N
46,348814,24/09/1992,IL,500/1000,1000,1245.61,0,MALE,MD,transport-moving,,own-child,,12/02/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,1,YES,59670,9180,41310,Ford,Escape,2008,N
33,944102,20/07/2007,IN,100/300,2000,1462.76,0,FEMALE,College,craft-repair,,husband,,24/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Columbus,3,YES,44880,8160,32640,Mercedes,C300,2004,Y
51,689901,28/04/1992,IN,100/300,2000,1398.46,0,MALE,Associate,sales,,other-relative,,02/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbend,1,?,82830,7530,60240,Audi,A5,2004,N
60,901083,19/01/1998,OH,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,,unmarried,,14/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Riverwood,1,NO,84480,7680,61440,Chevrolet,Silverado,2012,Y
30,396224,08/09/2009,IN,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,,wife,,15/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Hillsdale,3,?,79800,15960,55860,Honda,Civic,1999,N
41,682178,18/12/1994,OH,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,,husband,,28/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Arlington,3,?,53020,9640,33740,Toyota,Corolla,1999,N
45,596298,23/08/1996,IN,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,,wife,,18/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,3,?,24200,2200,17600,Suburu,Forrestor,2008,N
40,253005,20/11/1991,OH,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,,unmarried,,06/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,OH,Riverwood,1,?,43230,7860,27510,Chevrolet,Silverado,2001,N
45,985924,28/10/1998,OH,250/500,500,972.5,0,FEMALE,College,exec-managerial,,unmarried,,19/01/2015,Vehicle Theft,?,Trivial Damage,NC,Springfield,1,NO,3190,290,2320,Ford,Escape,1995,N
43,631565,14/07/1997,IN,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,,not-in-family,,17/01/2015,Parked Car,?,Minor Damage,WV,Northbrook,1,?,5850,1300,3900,BMW,M5,2006,N
29,630998,09/04/2003,OH,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,,not-in-family,,12/02/2015,Parked Car,?,Trivial Damage,SC,Arlington,1,YES,6820,620,4960,BMW,3 Series,2005,N
44,926665,04/02/1992,OH,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,,not-in-family,,11/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,3,NO,69480,11580,46320,Chevrolet,Tahoe,2008,N
29,302669,29/06/2006,IL,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,,own-child,,21/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,PA,Northbend,3,?,94560,7880,70920,Jeep,Grand Cherokee,1995,N
39,620020,21/06/1997,OH,500/1000,1000,984.45,0,MALE,Associate,armed-forces,,unmarried,,02/01/2015,Vehicle Theft,?,Minor Damage,NC,Riverwood,1,YES,7800,780,6240,Dodge,RAM,1997,N
32,439828,07/09/2006,OH,500/1000,2000,1257,4000000,FEMALE,High School,machine-op-inspct,,unmarried,,11/01/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Northbrook,1,NO,61270,5570,44560,Suburu,Legacy,1999,N
49,971295,01/10/2001,OH,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,,wife,,23/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,1,?,71440,8930,53580,Mercedes,ML350,2005,N
37,165565,20/02/2009,OH,250/500,2000,1628,0,FEMALE,JD,priv-house-serv,,unmarried,,28/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Hillsdale,1,YES,55600,11120,38920,Jeep,Grand Cherokee,2009,N
44,936543,26/06/2001,IN,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,,unmarried,,01/02/2015,Vehicle Theft,?,Trivial Damage,NC,Riverwood,1,NO,5000,1000,3500,Jeep,Wrangler,2005,N
33,296960,18/01/1997,IL,250/500,500,1362.87,5000000,FEMALE,JD,exec-managerial,,own-child,,24/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Springfield,1,NO,95810,14740,66330,BMW,X5,2007,N
41,501692,24/06/2014,IN,100/300,1000,1134.68,0,FEMALE,College,tech-support,,husband,,20/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbend,1,NO,69300,6930,48510,Volkswagen,Jetta,1996,N
37,525224,02/10/1992,IN,250/500,1000,1306.78,0,MALE,MD,prof-specialty,,other-relative,,14/01/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbend,1,?,81120,13520,47320,Toyota,Camry,1995,N
21,355085,09/10/2012,IN,500/1000,500,1021.9,0,MALE,High School,handlers-cleaners,,husband,,05/02/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Columbus,1,?,91260,14040,63180,Toyota,Corolla,2012,N
48,830729,10/02/1993,IN,100/300,1000,1538.6,0,FEMALE,MD,other-service,,wife,,11/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Northbend,1,?,60600,6060,42420,Ford,Fusion,2004,N
31,651948,28/09/1994,IN,500/1000,1000,1354.5,0,MALE,Masters,machine-op-inspct,,husband,,02/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Arlington,3,?,64800,6480,45360,Suburu,Forrestor,2000,Y
34,424358,24/05/2003,OH,500/1000,500,1282.93,0,FEMALE,College,exec-managerial,,other-relative,,12/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Northbrook,4,?,66880,6080,48640,Chevrolet,Silverado,1996,Y
35,131478,25/12/1991,IL,500/1000,1000,1346.27,0,MALE,Masters,farming-fishing,,not-in-family,,03/01/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,1,NO,58200,5820,46560,BMW,X5,2013,N
31,268833,18/09/1999,IN,100/300,1000,1338.4,4000000,FEMALE,High School,priv-house-serv,,own-child,,25/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Hillsdale,1,?,60570,6730,47110,Nissan,Maxima,2011,N
36,287489,03/02/1994,IL,100/300,1000,949.44,0,FEMALE,Masters,exec-managerial,,other-relative,,19/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Springfield,3,?,69680,8710,52260,Mercedes,ML350,2008,Y
58,808153,18/01/2003,IN,500/1000,2000,977.4,0,MALE,Masters,transport-moving,,own-child,,03/01/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,1,YES,55700,5570,38990,Nissan,Maxima,2014,N
47,687639,07/03/2005,IN,250/500,2000,1181.46,10000000,FEMALE,JD,transport-moving,,other-relative,,12/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,OH,Arlington,4,YES,62370,5670,51030,Dodge,Neon,2001,N
45,497347,23/08/2003,OH,500/1000,500,1187.53,0,FEMALE,PhD,priv-house-serv,,not-in-family,,24/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Columbus,3,?,54340,9880,44460,Saab,92x,2005,N
48,439660,11/07/2002,OH,100/300,1000,845.16,0,FEMALE,Masters,priv-house-serv,,other-relative,,25/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbend,1,YES,55170,6130,42910,Audi,A5,2005,Y
34,847123,19/03/2014,IL,100/300,500,1442.27,0,MALE,College,priv-house-serv,,wife,,17/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,1,?,58500,11700,40950,Dodge,RAM,1999,N
32,172307,06/12/1993,OH,100/300,2000,1276.43,0,MALE,Associate,priv-house-serv,,own-child,,09/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,NC,Riverwood,1,?,59940,6660,46620,Honda,CRV,1995,N
28,810189,29/08/1999,OH,250/500,500,1075.41,0,MALE,MD,machine-op-inspct,,wife,,15/02/2015,Single Vehicle Collision,Side Collision,Total Loss,PA,Northbend,1,NO,73400,7340,58720,Dodge,Neon,1996,N
23,432068,09/03/2007,IL,100/300,500,1111.72,0,MALE,JD,exec-managerial,,other-relative,,25/02/2015,Single Vehicle Collision,Side Collision,Major Damage,PA,Riverwood,1,?,41850,4650,32550,Suburu,Legacy,1997,N
44,903203,03/01/2004,OH,500/1000,2000,814.96,6000000,FEMALE,PhD,priv-house-serv,,not-in-family,,05/02/2015,Parked Car,?,Trivial Damage,NC,Hillsdale,1,?,6400,640,4480,Mercedes,ML350,2005,Y
40,253085,25/04/1991,IL,500/1000,1000,1575.86,0,FEMALE,PhD,other-service,,own-child,,12/01/2015,Vehicle Theft,?,Trivial Damage,WV,Northbrook,1,NO,3190,580,2320,Audi,A5,2004,N
29,180720,14/03/1995,IN,250/500,1000,1115.27,0,MALE,JD,handlers-cleaners,,unmarried,,01/01/2015,Parked Car,?,Trivial Damage,VA,Hillsdale,1,YES,5900,590,4720,Nissan,Pathfinder,2010,N
31,492224,09/12/2005,IN,500/1000,2000,1175.7,0,MALE,Masters,protective-serv,,not-in-family,,19/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,1,NO,57330,6370,44590,Dodge,Neon,2006,N
50,411477,25/12/2001,OH,100/300,500,793.15,0,MALE,MD,tech-support,,own-child,,14/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,3,NO,81960,13660,54640,Dodge,Neon,2008,N
33,107181,14/11/1999,IN,250/500,500,942.51,0,FEMALE,PhD,transport-moving,,wife,,30/01/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,1,YES,70400,6400,44800,Suburu,Legacy,2001,Y
34,312940,27/10/2001,IN,500/1000,1000,1056.71,0,FEMALE,JD,protective-serv,,not-in-family,,20/01/2015,Parked Car,?,Minor Damage,VA,Columbus,1,NO,3770,580,2610,Jeep,Grand Cherokee,2002,N
36,855186,31/10/1993,IN,500/1000,2000,1255.68,6000000,FEMALE,Associate,sales,,other-relative,,18/02/2015,Parked Car,?,Minor Damage,NC,Arlington,1,NO,7400,740,5180,Dodge,Neon,2014,N
52,373935,13/02/2003,IN,500/1000,500,1335.13,0,FEMALE,High School,farming-fishing,,unmarried,,07/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbend,1,YES,54810,6090,42630,Chevrolet,Silverado,1999,Y
37,812989,06/03/2004,IN,250/500,500,1178.95,6000000,FEMALE,JD,priv-house-serv,,own-child,,16/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Springfield,1,YES,49400,4940,34580,Jeep,Wrangler,2005,N
53,993840,12/07/2013,IL,250/500,500,1793.16,0,MALE,Associate,tech-support,,wife,,15/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,1,YES,68750,12500,50000,Chevrolet,Malibu,2009,N
32,327856,27/08/2014,OH,100/300,500,1008.38,0,FEMALE,PhD,adm-clerical,,other-relative,,01/02/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Arlington,1,NO,61500,12300,43050,Dodge,Neon,2013,N
39,506333,22/06/1990,IL,100/300,500,1396.83,0,FEMALE,Masters,other-service,,husband,,06/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,WV,Northbend,4,?,76890,6990,55920,BMW,X6,2007,N
32,263159,07/03/2008,OH,100/300,500,1402.78,5000000,FEMALE,PhD,other-service,,husband,,02/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,1,YES,56070,6230,37380,Toyota,Camry,2012,N
30,372912,05/08/1992,IN,100/300,1000,1437.88,0,FEMALE,College,transport-moving,,husband,,25/02/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbrook,1,NO,56000,14000,42000,Chevrolet,Malibu,2003,N
33,552788,03/09/1991,IL,500/1000,1000,1313.64,0,FEMALE,College,priv-house-serv,,unmarried,,10/02/2015,Parked Car,?,Trivial Damage,NY,Hillsdale,1,YES,4290,780,3120,Audi,A3,1997,N
37,722747,02/09/2011,IL,250/500,500,1482.14,0,FEMALE,Associate,transport-moving,,husband,,22/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Arlington,3,?,60750,6750,47250,Suburu,Forrestor,2003,N
30,248467,06/10/2012,IL,250/500,2000,1171.75,0,FEMALE,Associate,machine-op-inspct,,not-in-family,,31/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Northbend,1,?,48730,4430,39870,Chevrolet,Malibu,2011,N
43,955953,18/01/2014,IL,500/1000,2000,1353.33,0,MALE,Associate,adm-clerical,,not-in-family,,12/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Springfield,3,YES,95150,17300,60550,Ford,Escape,2007,N
24,910622,22/03/1992,IN,100/300,500,1175.51,0,MALE,Masters,craft-repair,,husband,,06/01/2015,Vehicle Theft,?,Minor Damage,NY,Columbus,1,?,7480,680,6120,Dodge,Neon,2003,N
28,137675,03/12/2012,IL,100/300,2000,1836.02,0,MALE,Masters,transport-moving,,own-child,,01/01/2015,Single Vehicle Collision,Side Collision,Major Damage,NC,Riverwood,1,?,79800,13300,59850,Volkswagen,Passat,2011,Y
51,343421,18/10/1996,OH,500/1000,500,1480.79,9000000,FEMALE,MD,priv-house-serv,,unmarried,,07/01/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Hillsdale,1,YES,103560,8630,77670,Jeep,Wrangler,1997,N
38,413192,02/10/1997,IN,500/1000,2000,1453.92,0,FEMALE,PhD,other-service,,other-relative,,21/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Hillsdale,1,YES,79500,15900,55650,Accura,MDX,1995,N
44,247801,18/03/2008,OH,250/500,500,1340.71,0,FEMALE,High School,tech-support,,other-relative,,14/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,1,NO,76230,6930,55440,Volkswagen,Passat,1997,Y
54,171147,29/08/2010,IL,100/300,2000,714.03,0,MALE,MD,protective-serv,,own-child,,16/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Northbend,1,YES,59520,9920,39680,Honda,Accord,2001,N
57,431283,31/03/2005,IL,100/300,2000,1376.16,0,FEMALE,PhD,tech-support,,own-child,,04/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Arlington,3,NO,47760,5970,35820,Suburu,Impreza,2013,Y
41,461962,25/12/2013,IL,100/300,500,914.22,0,MALE,JD,prof-specialty,,wife,,22/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Springfield,3,NO,84590,15380,61520,Saab,93,2013,N
38,149467,11/03/2014,OH,500/1000,1000,1601.47,0,MALE,PhD,handlers-cleaners,,other-relative,,15/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,SC,Columbus,3,YES,61650,6850,47950,Nissan,Ultima,2006,N
33,758740,04/08/1997,IL,500/1000,1000,1096.79,6000000,FEMALE,Associate,handlers-cleaners,,unmarried,,07/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Springfield,1,?,81400,8140,65120,BMW,M5,1998,N
34,628337,14/11/2007,IN,100/300,2000,1078.22,0,FEMALE,Masters,transport-moving,,wife,,23/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Northbend,3,NO,58410,10620,42480,Chevrolet,Tahoe,2007,N
56,574637,30/07/1992,IL,250/500,1000,1595.28,0,FEMALE,College,protective-serv,,other-relative,,06/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Springfield,3,?,38610,3510,31590,Volkswagen,Passat,2007,N
37,373600,01/12/2000,OH,100/300,1000,1217.84,5000000,FEMALE,High School,farming-fishing,,not-in-family,,07/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,3,?,57600,9600,38400,Volkswagen,Passat,2015,N
35,930032,10/09/2002,IL,100/300,2000,1117.42,0,FEMALE,PhD,protective-serv,,not-in-family,,14/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Hillsdale,3,NO,53190,5910,35460,Volkswagen,Jetta,1996,N
57,396590,07/11/1997,OH,100/300,2000,1567.37,0,FEMALE,JD,craft-repair,,husband,,15/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Riverwood,1,?,58300,5830,40810,Nissan,Maxima,2014,Y
38,238412,18/05/1993,IL,500/1000,2000,1294.93,6000000,MALE,MD,tech-support,,unmarried,,14/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Springfield,3,YES,64620,7180,57440,Dodge,Neon,2003,N
51,484321,11/07/1996,IL,250/500,1000,1152.12,0,MALE,PhD,armed-forces,,not-in-family,,05/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,3,NO,90480,15080,60320,BMW,X6,2000,N
49,795847,17/12/1995,IL,100/300,1000,1441.21,0,FEMALE,PhD,farming-fishing,,wife,,04/01/2015,Vehicle Theft,?,Trivial Damage,SC,Columbus,1,NO,7080,1180,4720,Nissan,Maxima,2001,N
42,218456,16/07/2002,IL,500/1000,1000,1575.74,7000000,MALE,JD,exec-managerial,,other-relative,,20/02/2015,Parked Car,?,Minor Damage,PA,Springfield,1,?,6490,590,4720,Toyota,Camry,2011,Y
36,792673,12/04/2013,OH,500/1000,2000,1233.96,0,FEMALE,Masters,other-service,,other-relative,,05/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,Hillsdale,3,NO,55900,5590,44720,Nissan,Ultima,2015,N
29,662256,13/11/1995,IL,250/500,1000,1861.43,0,MALE,High School,adm-clerical,,husband,,15/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Columbus,1,NO,63800,6380,51040,Saab,92x,1998,Y
56,971338,04/11/2004,OH,100/300,1000,1570.86,0,MALE,MD,farming-fishing,,other-relative,,05/01/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Northbend,1,?,58160,7270,43620,Saab,95,1996,Y
53,714738,21/03/1998,IL,500/1000,2000,791.47,0,MALE,Masters,armed-forces,,unmarried,,01/01/2015,Vehicle Theft,?,Minor Damage,NC,Riverwood,1,NO,6300,630,4410,Mercedes,C300,2001,Y
46,753844,22/07/1999,IN,250/500,1000,1012.78,0,MALE,MD,sales,,other-relative,,26/01/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Arlington,1,NO,104610,19020,66570,Mercedes,ML350,1999,Y
